id,day,shift,worker_id,preference,requirements,assigned,singleWorkerFitness,sumFitnness
732,23,1,7,0,7,1,560,5160
733,23,1,8,1,7,1,600,5160
734,23,1,9,0,7,0,520,5160
735,23,1,10,1,7,0,500,5160
736,23,1,11,1,7,1,620,5160
737,23,2,1,0,10,1,480,5160
738,23,2,2,1,10,1,600,5160
739,23,2,3,0,10,1,480,5160
740,23,2,4,0,10,1,580,5160
741,23,2,5,0,10,0,550,5160
742,23,2,6,1,10,1,570,5160
743,23,2,7,1,10,1,560,5160
744,23,2,8,0,10,1,600,5160
745,23,2,9,0,10,1,520,5160
746,23,2,10,0,10,0,500,5160
747,23,2,11,1,10,1,620,5160
748,23,3,1,0,9,1,480,5160
749,23,3,2,1,9,1,600,5160
750,23,3,3,1,9,1,480,5160
751,23,3,4,1,9,1,580,5160
752,23,3,5,0,9,0,550,5160
753,23,3,6,0,9,0,570,5160
754,23,3,7,1,9,1,560,5160
755,23,3,8,0,9,0,600,5160
756,23,3,9,0,9,1,520,5160
757,23,3,10,0,9,1,500,5160
758,23,3,11,1,9,1,620,5160
759,24,1,1,0,9,1,480,5160
760,24,1,2,1,9,1,600,5160
761,24,1,3,0,9,1,480,5160
762,24,1,4,0,9,1,580,5160
763,24,1,5,1,9,1,550,5160
764,24,1,6,0,9,1,570,5160
765,24,1,7,0,9,0,560,5160
766,24,1,8,1,9,0,600,5160
767,24,1,9,1,9,1,520,5160
768,24,1,10,0,9,1,500,5160
769,24,1,11,0,9,1,620,5160
770,24,2,1,1,5,1,480,5160
771,24,2,2,1,5,0,600,5160
772,24,2,3,0,5,1,480,5160
773,24,2,4,0,5,0,580,5160
774,24,2,5,0,5,1,550,5160
775,24,2,6,1,5,1,570,5160
776,24,2,7,1,5,0,560,5160
777,24,2,8,1,5,0,600,5160
778,24,2,9,1,5,1,520,5160
779,24,2,10,1,5,0,500,5160
780,24,2,11,0,5,0,620,5160
781,24,3,1,0,7,1,480,5160
782,24,3,2,0,7,0,600,5160
783,24,3,3,0,7,0,480,5160
784,24,3,4,1,7,1,580,5160
785,24,3,5,0,7,1,550,5160
786,24,3,6,0,7,1,570,5160
787,24,3,7,1,7,0,560,5160
788,24,3,8,0,7,1,600,5160
789,24,3,9,0,7,1,520,5160
790,24,3,10,0,7,0,500,5160
791,24,3,11,1,7,1,620,5160
792,25,1,1,0,7,0,480,5160
793,25,1,2,0,7,1,600,5160
794,25,1,3,1,7,0,480,5160
795,25,1,4,0,7,0,580,5160
796,25,1,5,1,7,1,550,5160
797,25,1,6,0,7,1,570,5160
798,25,1,7,1,7,1,560,5160
799,25,1,8,1,7,1,600,5160
800,25,1,9,1,7,1,520,5160
801,25,1,10,1,7,0,500,5160
802,25,1,11,1,7,1,620,5160
803,25,2,1,1,10,1,480,5160
804,25,2,2,1,10,1,600,5160
805,25,2,3,0,10,1,480,5160
806,25,2,4,0,10,1,580,5160
807,25,2,5,0,10,1,550,5160
808,25,2,6,1,10,1,570,5160
809,25,2,7,1,10,1,560,5160
810,25,2,8,1,10,1,600,5160
811,25,2,9,0,10,0,520,5160
812,25,2,10,1,10,1,500,5160
813,25,2,11,1,10,1,620,5160
814,25,3,1,1,10,1,480,5160
815,25,3,2,0,10,1,600,5160
816,25,3,3,0,10,1,480,5160
817,25,3,4,1,10,1,580,5160
818,25,3,5,1,10,1,550,5160
819,25,3,6,1,10,1,570,5160
820,25,3,7,1,10,1,560,5160
821,25,3,8,1,10,1,600,5160
822,25,3,9,1,10,1,520,5160
823,25,3,10,1,10,1,500,5160
824,25,3,11,0,10,0,620,5160
825,26,1,1,1,5,0,480,5160
826,26,1,2,0,5,0,600,5160
827,26,1,3,1,5,0,480,5160
828,26,1,4,1,5,1,580,5160
829,26,1,5,1,5,0,550,5160
830,26,1,6,0,5,0,570,5160
831,26,1,7,1,5,1,560,5160
832,26,1,8,1,5,1,600,5160
833,26,1,9,0,5,0,520,5160
834,26,1,10,1,5,1,500,5160
835,26,1,11,0,5,1,620,5160
836,26,2,1,0,8,0,480,5160
837,26,2,2,0,8,0,600,5160
838,26,2,3,1,8,1,480,5160
839,26,2,4,0,8,1,580,5160
840,26,2,5,0,8,0,550,5160
841,26,2,6,0,8,1,570,5160
842,26,2,7,1,8,1,560,5160
843,26,2,8,1,8,1,600,5160
844,26,2,9,0,8,1,520,5160
845,26,2,10,0,8,1,500,5160
846,26,2,11,1,8,1,620,5160
847,26,3,1,1,5,1,480,5160
848,26,3,2,0,5,0,600,5160
849,26,3,3,0,5,0,480,5160
850,26,3,4,1,5,0,580,5160
851,26,3,5,1,5,1,550,5160
852,26,3,6,0,5,0,570,5160
853,26,3,7,0,5,1,560,5160
854,26,3,8,1,5,1,600,5160
855,26,3,9,0,5,0,520,5160
856,26,3,10,0,5,0,500,5160
857,26,3,11,0,5,0,620,5160
858,27,1,1,1,5,0,480,5160
859,27,1,2,1,5,0,600,5160
860,27,1,3,0,5,0,480,5160
861,27,1,4,1,5,1,580,5160
862,27,1,5,0,5,0,550,5160
863,27,1,6,1,5,1,570,5160
864,27,1,7,1,5,1,560,5160
865,27,1,8,0,5,0,600,5160
866,27,1,9,1,5,1,520,5160
867,27,1,10,0,5,1,500,5160
868,27,1,11,0,5,0,620,5160
869,27,2,1,0,7,1,480,5160
870,27,2,2,1,7,1,600,5160
871,27,2,3,0,7,1,480,5160
872,27,2,4,0,7,1,580,5160
873,27,2,5,1,7,1,550,5160
874,27,2,6,1,7,0,570,5160
875,27,2,7,0,7,0,560,5160
876,27,2,8,1,7,1,600,5160
877,27,2,9,1,7,0,520,5160
878,27,2,10,1,7,1,500,5160
879,27,2,11,0,7,0,620,5160
880,27,3,1,0,8,1,480,5160
881,27,3,2,1,8,0,600,5160
882,27,3,3,1,8,1,480,5160
883,27,3,4,0,8,1,580,5160
884,27,3,5,0,8,0,550,5160
885,27,3,6,1,8,1,570,5160
886,27,3,7,0,8,0,560,5160
887,27,3,8,1,8,1,600,5160
888,27,3,9,1,8,1,520,5160
889,27,3,10,1,8,1,500,5160
890,27,3,11,0,8,1,620,5160
891,28,1,1,0,10,1,480,5160
892,28,1,2,0,10,0,600,5160
893,28,1,3,1,10,1,480,5160
894,28,1,4,1,10,1,580,5160
895,28,1,5,0,10,1,550,5160
896,28,1,6,1,10,1,570,5160
897,28,1,7,1,10,1,560,5160
898,28,1,8,1,10,1,600,5160
899,28,1,9,1,10,1,520,5160
900,28,1,10,0,10,1,500,5160
901,28,1,11,1,10,1,620,5160
902,28,2,1,1,7,0,480,5160
903,28,2,2,0,7,0,600,5160
904,28,2,3,0,7,1,480,5160
905,28,2,4,1,7,1,580,5160
906,28,2,5,1,7,1,550,5160
907,28,2,6,0,7,0,570,5160
908,28,2,7,1,7,1,560,5160
909,28,2,8,1,7,1,600,5160
910,28,2,9,1,7,1,520,5160
911,28,2,10,1,7,1,500,5160
912,28,2,11,1,7,1,620,5160
913,28,3,1,1,5,0,480,5160
914,28,3,2,0,5,0,600,5160
915,28,3,3,1,5,0,480,5160
916,28,3,4,1,5,1,580,5160
917,28,3,5,0,5,0,550,5160
918,28,3,6,0,5,0,570,5160
919,28,3,7,1,5,0,560,5160
920,28,3,8,1,5,1,600,5160
921,28,3,9,0,5,1,520,5160
922,28,3,10,1,5,1,500,5160
923,28,3,11,1,5,1,620,5160
924,29,1,1,0,5,1,480,5160
925,29,1,2,0,5,0,600,5160
926,29,1,3,1,5,0,480,5160
927,29,1,4,0,5,0,580,5160
928,29,1,5,0,5,1,550,5160
929,29,1,6,1,5,1,570,5160
930,29,1,7,0,5,0,560,5160
931,29,1,8,0,5,1,600,5160
932,29,1,9,1,5,1,520,5160
933,29,1,10,1,5,0,500,5160
934,29,1,11,0,5,0,620,5160
935,29,2,1,1,8,1,480,5160
936,29,2,2,1,8,1,600,5160
937,29,2,3,0,8,0,480,5160
938,29,2,4,0,8,0,580,5160
939,29,2,5,1,8,1,550,5160
940,29,2,6,1,8,1,570,5160
941,29,2,7,0,8,0,560,5160
942,29,2,8,0,8,1,600,5160
943,29,2,9,0,8,1,520,5160
944,29,2,10,0,8,1,500,5160
945,29,2,11,0,8,1,620,5160
946,29,3,1,1,9,1,480,5160
947,29,3,2,0,9,1,600,5160
948,29,3,3,0,9,0,480,5160
949,29,3,4,0,9,1,580,5160
950,29,3,5,1,9,0,550,5160
951,29,3,6,0,9,1,570,5160
952,29,3,7,0,9,1,560,5160
953,29,3,8,1,9,1,600,5160
954,29,3,9,1,9,1,520,5160
955,29,3,10,0,9,1,500,5160
956,29,3,11,1,9,1,620,5160
957,30,1,1,1,10,1,480,5160
958,30,1,2,0,10,1,600,5160
959,30,1,3,1,10,1,480,5160
960,30,1,4,1,10,1,580,5160
961,30,1,5,1,10,1,550,5160
962,30,1,6,1,10,1,570,5160
963,30,1,7,1,10,1,560,5160
964,30,1,8,1,10,1,600,5160
965,30,1,9,1,10,1,520,5160
966,30,1,10,1,10,1,500,5160
967,30,1,11,0,10,0,620,5160
968,30,2,1,1,7,0,480,5160
969,30,2,2,0,7,1,600,5160
970,30,2,3,1,7,0,480,5160
971,30,2,4,1,7,1,580,5160
972,30,2,5,1,7,0,550,5160
973,30,2,6,0,7,1,570,5160
974,30,2,7,1,7,1,560,5160
975,30,2,8,1,7,1,600,5160
976,30,2,9,1,7,1,520,5160
977,30,2,10,0,7,0,500,5160
978,30,2,11,1,7,1,620,5160
979,30,3,1,0,7,0,480,5160
980,30,3,2,0,7,0,600,5160
981,30,3,3,1,7,1,480,5160
982,30,3,4,1,7,1,580,5160
983,30,3,5,0,7,1,550,5160
984,30,3,6,0,7,0,570,5160
985,30,3,7,1,7,1,560,5160
986,30,3,8,0,7,0,600,5160
987,30,3,9,1,7,1,520,5160
988,30,3,10,1,7,1,500,5160
989,30,3,11,0,7,0,620,5160
