id,day,shift,worker_id,preference,requirements,assigned,sumFitnness
820,25,3,7,1,10,1,5500
821,25,3,8,1,10,1,5500
822,25,3,9,1,10,1,5500
823,25,3,10,1,10,1,5500
824,25,3,11,0,10,1,5500
825,26,1,1,1,5,0,5500
826,26,1,2,0,5,0,5500
827,26,1,3,1,5,1,5500
828,26,1,4,1,5,0,5500
829,26,1,5,1,5,1,5500
830,26,1,6,0,5,0,5500
831,26,1,7,1,5,0,5500
832,26,1,8,1,5,1,5500
833,26,1,9,0,5,1,5500
834,26,1,10,1,5,0,5500
835,26,1,11,0,5,1,5500
836,26,2,1,0,8,1,5500
837,26,2,2,0,8,1,5500
838,26,2,3,1,8,1,5500
839,26,2,4,0,8,0,5500
840,26,2,5,0,8,0,5500
841,26,2,6,0,8,1,5500
842,26,2,7,1,8,1,5500
843,26,2,8,1,8,0,5500
844,26,2,9,0,8,1,5500
845,26,2,10,0,8,1,5500
846,26,2,11,1,8,1,5500
847,26,3,1,1,5,1,5500
848,26,3,2,0,5,1,5500
849,26,3,3,0,5,0,5500
850,26,3,4,1,5,0,5500
851,26,3,5,1,5,0,5500
852,26,3,6,0,5,1,5500
853,26,3,7,0,5,1,5500
854,26,3,8,1,5,0,5500
855,26,3,9,0,5,0,5500
856,26,3,10,0,5,0,5500
857,26,3,11,0,5,1,5500
858,27,1,1,1,5,1,5500
859,27,1,2,1,5,0,5500
860,27,1,3,0,5,0,5500
861,27,1,4,1,5,1,5500
862,27,1,5,0,5,1,5500
863,27,1,6,1,5,0,5500
864,27,1,7,1,5,0,5500
865,27,1,8,0,5,1,5500
866,27,1,9,1,5,0,5500
867,27,1,10,0,5,0,5500
868,27,1,11,0,5,1,5500
869,27,2,1,0,7,1,5500
870,27,2,2,1,7,1,5500
871,27,2,3,0,7,1,5500
872,27,2,4,0,7,0,5500
873,27,2,5,1,7,0,5500
874,27,2,6,1,7,1,5500
875,27,2,7,0,7,1,5500
876,27,2,8,1,7,1,5500
877,27,2,9,1,7,0,5500
878,27,2,10,1,7,1,5500
879,27,2,11,0,7,0,5500
880,27,3,1,0,8,1,5500
881,27,3,2,1,8,0,5500
882,27,3,3,1,8,1,5500
883,27,3,4,0,8,1,5500
884,27,3,5,0,8,1,5500
885,27,3,6,1,8,0,5500
886,27,3,7,0,8,0,5500
887,27,3,8,1,8,1,5500
888,27,3,9,1,8,1,5500
889,27,3,10,1,8,1,5500
890,27,3,11,0,8,1,5500
891,28,1,1,0,10,1,5500
892,28,1,2,0,10,0,5500
893,28,1,3,1,10,1,5500
894,28,1,4,1,10,1,5500
895,28,1,5,0,10,1,5500
896,28,1,6,1,10,1,5500
897,28,1,7,1,10,1,5500
898,28,1,8,1,10,1,5500
899,28,1,9,1,10,1,5500
900,28,1,10,0,10,1,5500
901,28,1,11,1,10,1,5500
902,28,2,1,1,7,1,5500
903,28,2,2,0,7,1,5500
904,28,2,3,0,7,0,5500
905,28,2,4,1,7,1,5500
906,28,2,5,1,7,1,5500
907,28,2,6,0,7,0,5500
908,28,2,7,1,7,0,5500
909,28,2,8,1,7,0,5500
910,28,2,9,1,7,1,5500
911,28,2,10,1,7,1,5500
912,28,2,11,1,7,1,5500
913,28,3,1,1,5,1,5500
914,28,3,2,0,5,0,5500
915,28,3,3,1,5,0,5500
916,28,3,4,1,5,0,5500
917,28,3,5,0,5,0,5500
918,28,3,6,0,5,0,5500
919,28,3,7,1,5,1,5500
920,28,3,8,1,5,1,5500
921,28,3,9,0,5,0,5500
922,28,3,10,1,5,1,5500
923,28,3,11,1,5,1,5500
924,29,1,1,0,5,0,5500
925,29,1,2,0,5,0,5500
926,29,1,3,1,5,1,5500
927,29,1,4,0,5,1,5500
928,29,1,5,0,5,1,5500
929,29,1,6,1,5,0,5500
930,29,1,7,0,5,0,5500
931,29,1,8,0,5,0,5500
932,29,1,9,1,5,1,5500
933,29,1,10,1,5,1,5500
934,29,1,11,0,5,0,5500
935,29,2,1,1,8,1,5500
936,29,2,2,1,8,1,5500
937,29,2,3,0,8,1,5500
938,29,2,4,0,8,1,5500
939,29,2,5,1,8,1,5500
940,29,2,6,1,8,1,5500
941,29,2,7,0,8,0,5500
942,29,2,8,0,8,0,5500
943,29,2,9,0,8,1,5500
944,29,2,10,0,8,0,5500
945,29,2,11,0,8,1,5500
946,29,3,1,1,9,1,5500
947,29,3,2,0,9,0,5500
948,29,3,3,0,9,1,5500
949,29,3,4,0,9,1,5500
950,29,3,5,1,9,1,5500
951,29,3,6,0,9,1,5500
952,29,3,7,0,9,1,5500
953,29,3,8,1,9,1,5500
954,29,3,9,1,9,1,5500
955,29,3,10,0,9,0,5500
956,29,3,11,1,9,1,5500
957,30,1,1,1,10,1,5500
958,30,1,2,0,10,1,5500
959,30,1,3,1,10,1,5500
960,30,1,4,1,10,1,5500
961,30,1,5,1,10,1,5500
962,30,1,6,1,10,1,5500
963,30,1,7,1,10,1,5500
964,30,1,8,1,10,0,5500
965,30,1,9,1,10,1,5500
966,30,1,10,1,10,1,5500
967,30,1,11,0,10,1,5500
968,30,2,1,1,7,1,5500
969,30,2,2,0,7,1,5500
970,30,2,3,1,7,1,5500
971,30,2,4,1,7,1,5500
972,30,2,5,1,7,1,5500
973,30,2,6,0,7,0,5500
974,30,2,7,1,7,0,5500
975,30,2,8,1,7,0,5500
976,30,2,9,1,7,1,5500
977,30,2,10,0,7,0,5500
978,30,2,11,1,7,1,5500
979,30,3,1,0,7,1,5500
980,30,3,2,0,7,0,5500
981,30,3,3,1,7,1,5500
982,30,3,4,1,7,1,5500
983,30,3,5,0,7,0,5500
984,30,3,6,0,7,1,5500
985,30,3,7,1,7,1,5500
986,30,3,8,0,7,1,5500
987,30,3,9,1,7,0,5500
988,30,3,10,1,7,1,5500
989,30,3,11,0,7,0,5500
